,180,172,188,192,196,200,204,208,212,182,186,190,176,194,198,202,206,210,178,174,170,166,162,168,158,154,150,181,185,189,193,197,201,205,164,209,213,177,173,169,165,161,157,153,149,160,179,175,156,152,148,184,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
6866.275,0.06427619,0.05136638,0.02835309,0.01129644,0.002076709,0.05492144,0.04812966,0.02248624,0.005167404,0.09995895,0.09079719,0.09468483,0.04083396,0.08062082,0.03211811,0.03907852,0.0313608,0.0418634,0.09084361,0.103646,0.08918004,0.07791161,0.06864794,0.03817161,0.03347072,0.01840874,0.04848929,0.1026575,0.09141964,0.08495221,0.08360599,0.07234628,0.07116479,0.05425243,0.06798233,0.04108926,0.02477819,0.1005321,0.08809064,0.09275261,0.08047179,0.06663856,0.03061887,0.01104652,0.01013053,0.07210139,0.1069973,0.1037678,0.05855212,0.05756487,0.04392576,0.04985996,
6862.417,0.0622988,0.05024688,0.02857922,0.01119188,0.002031853,0.05495051,0.04784461,0.02225091,0.00495698,0.1002524,0.09115586,0.09553656,0.04275736,0.08006892,0.03210206,0.03884539,0.03120625,0.04201338,0.09103698,0.1034888,0.08801922,0.07802796,0.06933738,0.0400032,0.032983,0.01820631,0.04789044,0.1031453,0.09182095,0.08590429,0.08277098,0.07254386,0.07076935,0.05440916,0.06868246,0.04115283,0.02471624,0.1012901,0.08652617,0.09193422,0.08104874,0.06640851,0.03126895,0.01050593,0.01054776,0.07146253,0.1075521,0.1041642,0.05902205,0.0572325,0.04374804,0.04923899,
6858.560,0.06081088,0.0498645,0.02877957,0.01112502,0.002049045,0.05501846,0.04758569,0.02208902,0.004780332,0.1004469,0.09148375,0.09609044,0.04509957,0.07945643,0.03207827,0.03869905,0.0309542,0.04223674,0.09145635,0.103001,0.08688821,0.07822661,0.06980373,0.04185643,0.03254946,0.01801904,0.04718358,0.1037047,0.09231437,0.08678047,0.08191326,0.07293374,0.07031694,0.05455272,0.06925932,0.04119368,0.02470407,0.1022408,0.08496051,0.09125878,0.0816144,0.06624574,0.03198157,0.01020582,0.0109146,0.07082317,0.1082042,0.1042192,0.05953763,0.0567461,0.04356391,0.04853719,
6854.702,0.05985772,0.05013786,0.02882002,0.01102316,0.002089498,0.05526497,0.04738394,0.0219513,0.004791139,0.1004956,0.09176963,0.09662102,0.04799749,0.0788838,0.03204395,0.03856271,0.03077273,0.04245955,0.09212014,0.1023396,0.0858114,0.07857032,0.07027787,0.04358736,0.03253438,0.01781699,0.0465887,0.1042468,0.09276761,0.08763469,0.0811287,0.0734753,0.06999303,0.05461191,0.06956051,0.0412282,0.02468542,0.1031557,0.08358805,0.09051474,0.08227863,0.06601267,0.03248303,0.01005609,0.01111562,0.07029419,0.1088921,0.1042483,0.05988067,0.0562941,0.04341967,0.04780814,
6850.845,0.05953778,0.05085918,0.02877825,0.01086971,0.002147916,0.05581781,0.04714745,0.02173379,0.004859401,0.1004817,0.09215792,0.09717211,0.0514098,0.07838587,0.03203632,0.03847793,0.03072758,0.04265573,0.09311937,0.1016134,0.08487378,0.07919744,0.07078519,0.04517167,0.03284452,0.01735994,0.04625602,0.1046327,0.09327631,0.08842195,0.08049226,0.07396147,0.06975,0.05464014,0.06958057,0.04121099,0.02453766,0.1038825,0.08236634,0.08966729,0.08322782,0.06547031,0.03288185,0.00990821,0.01123129,0.06995518,0.109481,0.1042048,0.06008608,0.05602245,0.04315368,0.04725805,
6846.988,0.05983484,0.0521119,0.02887271,0.01068528,0.002266307,0.05662492,0.04686155,0.0214206,0.004795241,0.1005873,0.09256313,0.09744646,0.05507985,0.07786017,0.03219569,0.03848014,0.03067435,0.04284089,0.09431862,0.1005802,0.08407295,0.08011242,0.07104,0.0465183,0.033168,0.01670694,0.0461399,0.1048466,0.09387342,0.08917018,0.08005848,0.07438498,0.06940655,0.05459616,0.06952035,0.04122629,0.0243967,0.1045191,0.08123748,0.08902038,0.08441287,0.06466492,0.03343202,0.009850421,0.01135166,0.06977029,0.1099615,0.1037869,0.06034527,0.05580115,0.04268004,0.04693138,
6843.130,0.06085252,0.05413905,0.02917642,0.01046331,0.002390336,0.05752229,0.04661261,0.02110608,0.004667896,0.1008294,0.0930144,0.09747159,0.05900834,0.07718708,0.03247239,0.03848539,0.03049811,0.04302222,0.09566566,0.09921613,0.08342169,0.08122753,0.0709861,0.04730587,0.03353496,0.01616285,0.04618793,0.1050101,0.09452495,0.08994607,0.07970203,0.07480057,0.06902755,0.05447188,0.06950071,0.04131647,0.0243979,0.105101,0.08030416,0.08863,0.08563922,0.06380033,0.0340928,0.00992204,0.01153909,0.06963359,0.1103884,0.1029807,0.06078084,0.05567125,0.04215126,0.04669096,
6839.273,0.06276579,0.05697623,0.02950428,0.01024544,0.002411586,0.05841048,0.04637677,0.02092493,0.004591265,0.1010028,0.09363271,0.09739847,0.06320196,0.07640778,0.03278657,0.03842139,0.03030278,0.04315047,0.0972099,0.0978874,0.08306259,0.08248283,0.07074066,0.04739218,0.03401095,0.01578104,0.04637075,0.1051178,0.09520725,0.09064566,0.07922968,0.07513751,0.06873693,0.0543494,0.06943243,0.04141494,0.02444485,0.1055191,0.07965934,0.08840128,0.08673821,0.06294809,0.03472165,0.01004778,0.01167668,0.06940477,0.1106881,0.1019865,0.06135303,0.05581101,0.04174503,0.04654776,
6835.415,0.06552716,0.06050189,0.029752,0.01006488,0.002394985,0.05916905,0.0460999,0.02085911,0.004473368,0.1008946,0.09436817,0.09716003,0.06723839,0.07569405,0.03312913,0.03829464,0.03018106,0.04313777,0.09880994,0.09673399,0.0830553,0.08375035,0.07040535,0.04696795,0.03453703,0.01533214,0.04668245,0.1050683,0.09579897,0.0910065,0.07869772,0.07542619,0.06868152,0.05434334,0.06909917,0.04156459,0.02444015,0.1057998,0.07935345,0.08839048,0.08763166,0.06204065,0.03536375,0.0102846,0.01165876,0.06916998,0.1107988,0.1008935,0.0618105,0.05616738,0.04150896,0.04656414,
6831.558,0.06895367,0.06474844,0.0300179,0.009866688,0.002457069,0.05974128,0.04585826,0.02079217,0.004345653,0.1005023,0.09510273,0.09676544,0.07086343,0.07514973,0.03349063,0.0381473,0.03015622,0.04305953,0.1003259,0.09552666,0.08328213,0.08492258,0.070037,0.04614067,0.03513507,0.0146687,0.0471356,0.1049278,0.09629764,0.09097461,0.07843566,0.0758086,0.06890992,0.05441716,0.06844928,0.0417906,0.02442352,0.1059585,0.07942528,0.08855914,0.08843527,0.06099125,0.03608552,0.01051952,0.01161252,0.0692132,0.1107179,0.09973303,0.06202491,0.0565335,0.04141057,0.0467448,
6827.700,0.07308443,0.06982117,0.03025485,0.009713418,0.002605575,0.06030977,0.04584006,0.02073224,0.004315366,0.100149,0.09574274,0.09629191,0.07430452,0.07481107,0.033866,0.03796962,0.03026789,0.04308672,0.1017871,0.09417586,0.08366973,0.08603051,0.06955194,0.04476569,0.0358049,0.0140211,0.04770722,0.104817,0.0968397,0.09080377,0.07859223,0.07619587,0.06915914,0.05436664,0.06765573,0.04198352,0.02438654,0.1058674,0.07988603,0.08882912,0.08921092,0.05975823,0.03677407,0.01064899,0.01161872,0.06953309,0.1103087,0.09857938,0.06209911,0.05687925,0.04128862,0.04709164,
6823.843,0.07810239,0.07552309,0.03029562,0.009681357,0.002722658,0.06093993,0.04605728,0.02066776,0.004273874,0.1000681,0.0962698,0.09563085,0.07761262,0.07462662,0.0342218,0.03784844,0.0303162,0.04317429,0.1031943,0.09282784,0.08427423,0.08710358,0.06888528,0.04279987,0.03661269,0.01365081,0.04834656,0.1047206,0.09749228,0.09066003,0.07894763,0.07641415,0.0692526,0.05411041,0.06682306,0.04210367,0.02429563,0.1055292,0.08078323,0.08922996,0.08979997,0.05849537,0.0373123,0.01093003,0.01156761,0.06980922,0.1095332,0.09746648,0.06210111,0.05732856,0.04101294,0.04748939,
6819.985,0.08385972,0.08142674,0.0303004,0.009665622,0.002780063,0.06148067,0.04628495,0.02063071,0.004133653,0.1000111,0.09670472,0.09467179,0.08044832,0.07439221,0.03452735,0.03791868,0.03008415,0.04315745,0.1044137,0.09155414,0.08518904,0.08802019,0.06807901,0.04039755,0.03754534,0.01339266,0.04894757,0.1045761,0.09819268,0.09039743,0.07931937,0.07656012,0.06934532,0.05377192,0.06594536,0.04220457,0.02428888,0.1050577,0.08213796,0.08987743,0.09006587,0.05748165,0.03771544,0.01140611,0.01148025,0.06999914,0.1087875,0.09629267,0.0620627,0.05783587,0.04074693,0.04791756,
6816.128,0.08989558,0.0872789,0.0304815,0.00965202,0.00277643,0.06190062,0.04645261,0.02072728,0.00403497,0.0997357,0.09698792,0.09352299,0.0823961,0.07414405,0.03484016,0.03807455,0.0298439,0.04303768,0.1052817,0.09046849,0.08642058,0.08862332,0.06724936,0.03775559,0.03831278,0.01310654,0.0494857,0.1043368,0.09878347,0.08982143,0.07972073,0.07671177,0.06958181,0.05352285,0.06503715,0.0422686,0.02441611,0.1044078,0.0837499,0.09085092,0.0900186,0.05671283,0.03804811,0.01179872,0.01147814,0.07045504,0.1083416,0.09501175,0.06208473,0.05825442,0.0406151,0.04852248,
6812.270,0.09587055,0.09296738,0.03062111,0.009674584,0.002760885,0.06225957,0.04670149,0.02089884,0.004072054,0.09941211,0.09705792,0.09237541,0.08318043,0.07419146,0.03527203,0.03820685,0.02991392,0.04289198,0.1058707,0.08972453,0.08788759,0.08895495,0.06640369,0.03507292,0.03887758,0.01292659,0.04998617,0.1039733,0.09922031,0.08902921,0.08025488,0.07672416,0.06993873,0.05342684,0.06413767,0.04228994,0.02449088,0.1035717,0.08536542,0.0920312,0.08979601,0.05603857,0.03836034,0.01201263,0.0114323,0.07121377,0.1078551,0.09382761,0.06223381,0.05858156,0.04052059,0.04925397,
6808.413,0.1017136,0.09815875,0.03049385,0.009675003,0.002791964,0.06255108,0.04708168,0.02105188,0.004167821,0.09922606,0.09702445,0.09133468,0.08281602,0.07451653,0.03575157,0.03833865,0.03018459,0.04282537,0.1063908,0.08925841,0.08957066,0.0891991,0.06540377,0.03250348,0.03951676,0.01290602,0.05039142,0.1035143,0.09956697,0.08829337,0.08104789,0.0766122,0.07033136,0.05341371,0.06319387,0.04234898,0.02451461,0.102708,0.08702507,0.09323122,0.0895036,0.05559061,0.0385854,0.0121555,0.01121222,0.07190239,0.107018,0.0928426,0.06233985,0.05892213,0.04052824,0.05003023,
6804.555,0.1072204,0.1024188,0.03025822,0.00968309,0.002798275,0.06274545,0.04742933,0.02111387,0.004252739,0.09914945,0.09695514,0.09033328,0.08139099,0.07485345,0.03608055,0.03842616,0.03040931,0.04286808,0.1067616,0.08899195,0.09142483,0.08935256,0.06431416,0.03018288,0.04032438,0.01292007,0.05074233,0.1030601,0.09971483,0.08760881,0.08199756,0.0765329,0.07068162,0.05334872,0.06219363,0.04234862,0.02462111,0.1018062,0.08893158,0.09439279,0.08917429,0.05547376,0.0386137,0.01241219,0.01093248,0.0723997,0.1060086,0.09190513,0.06211575,0.05937795,0.04070377,0.05094839,
6800.698,0.1118639,0.1054696,0.03016452,0.009737778,0.002677482,0.06284057,0.04760689,0.02105547,0.004312222,0.09905483,0.09678095,0.08926015,0.07893728,0.07520282,0.03621234,0.03842608,0.030473,0.04279068,0.1067611,0.08902054,0.09323588,0.08928433,0.06329069,0.02812947,0.04109578,0.0129105,0.05110037,0.1026896,0.09964491,0.08679684,0.08282443,0.0763973,0.07105155,0.05319276,0.0613353,0.04222637,0.02475649,0.1007448,0.09103151,0.09555769,0.0888343,0.05551397,0.03854228,0.01285232,0.01062002,0.07286937,0.1050048,0.09102533,0.06165411,0.05991163,0.04084121,0.05197166,
6796.841,0.1152201,0.1070521,0.03020264,0.009803042,0.002473191,0.06278303,0.04784326,0.02100915,0.004280852,0.09887932,0.09651423,0.08826939,0.07569785,0.0756966,0.03618798,0.03840896,0.0304714,0.04251464,0.1064174,0.08937742,0.09476435,0.08899551,0.06230089,0.02625861,0.04158827,0.01304368,0.05146953,0.10239,0.09955299,0.08590545,0.08346122,0.07608922,0.07147951,0.05302083,0.06068895,0.04216098,0.02487213,0.09951697,0.09300375,0.09675391,0.08839102,0.05563283,0.03847643,0.01326539,0.01019229,0.07336703,0.103905,0.09038751,0.06130682,0.06040859,0.04088486,0.05295629,
6792.983,0.1170551,0.1070227,0.03019478,0.009841983,0.002326915,0.06255573,0.04836068,0.02101745,0.004185005,0.09885531,0.09612478,0.08758701,0.07196589,0.07634883,0.03611751,0.03848927,0.03058822,0.04226244,0.1059059,0.08991858,0.09594391,0.0884751,0.06135663,0.02467741,0.04187243,0.01333101,0.05195713,0.1020938,0.09942051,0.08496139,0.08403745,0.0757194,0.0718421,0.05282329,0.06015714,0.0421361,0.0249567,0.09821572,0.0946986,0.09796291,0.08776756,0.05585403,0.03819192,0.01349405,0.009728715,0.07386523,0.1027999,0.09006602,0.06107407,0.06080646,0.04101138,0.05386612,
6789.126,0.1172964,0.1054953,0.03009412,0.009816407,0.002293574,0.06227147,0.04889051,0.02106582,0.004231465,0.09908319,0.09556352,0.08708568,0.06782497,0.07709192,0.03616537,0.03866258,0.03079285,0.04214156,0.1052301,0.09059717,0.09694249,0.08771373,0.06058048,0.02356283,0.04213897,0.01365254,0.05256762,0.1017613,0.09910606,0.0839082,0.08465107,0.07535684,0.07216838,0.05259873,0.05978765,0.04198776,0.02494773,0.09700648,0.09619072,0.09904461,0.08701994,0.05625958,0.03748511,0.01370457,0.009306932,0.0743566,0.1019018,0.09005594,0.06076975,0.06102199,0.04128179,0.05461478,
6785.268,0.1161367,0.1025662,0.02990659,0.009786472,0.002323564,0.06194881,0.04925058,0.0213236,0.004447594,0.09923298,0.0949282,0.08654597,0.06335492,0.07780705,0.03618064,0.03887395,0.03091239,0.04201014,0.1042384,0.09150064,0.0979768,0.08683532,0.05998451,0.02295276,0.04233801,0.01415249,0.05302431,0.1014686,0.09849755,0.08287701,0.08527298,0.07503252,0.07256564,0.05248641,0.05961443,0.04171417,0.02495528,0.0959373,0.09744358,0.09979194,0.08627287,0.05705363,0.03656215,0.01403701,0.008867633,0.07476758,0.101018,0.09034947,0.06038596,0.06108673,0.04165521,0.05514018,
6781.411,0.1137532,0.09838884,0.02957753,0.009915286,0.002269468,0.06148926,0.04967485,0.0217476,0.004557,0.09913071,0.09427748,0.08608175,0.05883316,0.07847785,0.0358603,0.03914063,0.03096403,0.04174368,0.102865,0.09261319,0.09898406,0.08597163,0.05956027,0.02274478,0.04235354,0.01483002,0.05325433,0.1012421,0.09748959,0.08195525,0.08577717,0.07477466,0.07294638,0.05252738,0.05958534,0.0414049,0.02513996,0.09485433,0.09835738,0.1002335,0.0856925,0.05807097,0.03563506,0.01432631,0.008464722,0.07504261,0.09997574,0.09088803,0.05996402,0.06118624,0.04204728,0.0555535,
6777.553,0.1102971,0.09339087,0.02915842,0.0101649,0.002119785,0.06089444,0.05015056,0.02201753,0.00451525,0.09887642,0.09360176,0.08595668,0.054601,0.07913698,0.03539942,0.03945764,0.0311045,0.04154249,0.1011299,0.0938163,0.09963264,0.08518756,0.05937303,0.02274976,0.04215571,0.01535531,0.05355033,0.1008722,0.09629281,0.08117165,0.08614427,0.07440431,0.07318138,0.05253262,0.05971236,0.04115012,0.02534242,0.09367691,0.09891598,0.1005338,0.08519788,0.05898384,0.03464225,0.01442631,0.008275062,0.07525574,0.09898227,0.09156502,0.05949223,0.06136562,0.04239189,0.05588543,
6773.696,0.1061214,0.08800062,0.02879703,0.01037389,0.00207823,0.06022672,0.05041163,0.02212345,0.004591468,0.09855855,0.09300046,0.0862858,0.05080147,0.07968187,0.03511295,0.03975791,0.03124178,0.04153601,0.09909303,0.09502072,0.0997317,0.08440527,0.05947893,0.02299196,0.04176768,0.0156221,0.05387216,0.1002157,0.0953291,0.08063837,0.08645708,0.07380595,0.07324336,0.05237128,0.05999306,0.04096847,0.02531687,0.09256328,0.09916243,0.1006598,0.0844889,0.05988864,0.03361712,0.01442366,0.008257197,0.07545108,0.09810433,0.09232149,0.0589763,0.06146535,0.04270466,0.05600107,
6769.838,0.1015176,0.08253265,0.02856567,0.01051343,0.002132787,0.05946423,0.05044879,0.02229642,0.004771568,0.09822918,0.0925724,0.08689789,0.04741358,0.0801492,0.03483661,0.03989727,0.0311932,0.04147448,0.09698534,0.09630278,0.09940938,0.08346193,0.05992633,0.02356332,0.0412883,0.01586914,0.05390126,0.09945932,0.09459186,0.08040242,0.08670544,0.07319877,0.07319979,0.05223224,0.06042642,0.0408272,0.02514788,0.09166814,0.09913385,0.1005284,0.08355037,0.06093701,0.03272589,0.01446898,0.008211614,0.07557054,0.09721005,0.09320406,0.05857155,0.06134843,0.04295018,0.05578848,
6765.981,0.09657459,0.07719962,0.02843783,0.01059036,0.002074644,0.05868202,0.05037941,0.02248801,0.004896878,0.09789712,0.09221613,0.08748397,0.04443632,0.0806748,0.03438154,0.03979629,0.0311896,0.04125842,0.09505818,0.0977077,0.09886744,0.08237858,0.0605759,0.02438237,0.04080427,0.01627246,0.0537274,0.09882268,0.09372549,0.08034029,0.08686808,0.07274793,0.07316929,0.05234063,0.06103007,0.04074821,0.02501442,0.0909846,0.09880581,0.1002071,0.08262178,0.06203732,0.0319613,0.01458262,0.008194124,0.07553536,0.096352,0.09428664,0.05836721,0.06110741,0.04313941,0.05536388,
6762.123,0.09144972,0.07206877,0.02837923,0.01065511,0.001935531,0.05805876,0.05029206,0.02254472,0.00498878,0.09761474,0.09182814,0.08801951,0.04190508,0.0811102,0.03386412,0.03960449,0.03139609,0.04107179,0.09314278,0.09907632,0.09817873,0.08133908,0.06124716,0.02547797,0.04022674,0.0167197,0.05357548,0.09835988,0.09268857,0.08027092,0.08699404,0.07231279,0.07317482,0.05268585,0.06177739,0.04075143,0.0249298,0.09056151,0.09820137,0.09971226,0.08179539,0.06303082,0.03123093,0.0146102,0.008293957,0.07530489,0.09570923,0.09558199,0.05815323,0.06090507,0.04335816,0.0549991,
6758.266,0.08637136,0.06724574,0.02833925,0.01080282,0.001933986,0.05752018,0.05025898,0.02258532,0.005009876,0.09746106,0.09149028,0.08866195,0.03987515,0.08133762,0.03343774,0.03951989,0.0314856,0.04102305,0.09096299,0.1003254,0.09730818,0.08045533,0.06205472,0.02686453,0.0393849,0.01707077,0.05335072,0.0980479,0.09171733,0.08037457,0.08702454,0.07185397,0.07312898,0.05312841,0.06267626,0.04077493,0.02497089,0.09046027,0.09735346,0.0989424,0.0810547,0.06389313,0.03059056,0.01445742,0.008358596,0.0749791,0.09538864,0.0970431,0.05780241,0.06072016,0.04352164,0.05466809,
6754.409,0.08147378,0.06285619,0.02821098,0.01103509,0.00205119,0.05685431,0.05016741,0.02269848,0.004946731,0.09745199,0.09127161,0.08950637,0.03846366,0.0814799,0.03310576,0.03960868,0.03141404,0.04106246,0.08872905,0.1014585,0.0962064,0.07971563,0.06305251,0.02838895,0.03830634,0.01742074,0.05293337,0.09775369,0.09106129,0.08091317,0.08686289,0.07153083,0.07299882,0.05343398,0.06371172,0.04076133,0.02515653,0.09049401,0.09623282,0.09798431,0.08049347,0.06471618,0.03015118,0.01418596,0.00841415,0.07469719,0.09528363,0.09853077,0.05746665,0.06045507,0.04360039,0.05406141,
6750.551,0.07682651,0.05896655,0.02798414,0.01126032,0.002122944,0.05599827,0.0499607,0.0227487,0.004918233,0.09752693,0.09113778,0.09057771,0.03776782,0.08157219,0.03280734,0.03975379,0.03145987,0.04108384,0.08675003,0.1024682,0.09494546,0.07902114,0.06412584,0.03008022,0.03720772,0.01786211,0.05240894,0.09748187,0.090836,0.08168574,0.08649931,0.07135261,0.07282194,0.05350372,0.06477743,0.04068994,0.0252594,0.09056588,0.094927,0.0970833,0.08007573,0.06546867,0.0299009,0.01382511,0.008696935,0.07441356,0.09523916,0.09987369,0.05733703,0.05998602,0.04375703,0.05310071,
6746.694,0.07250506,0.05562007,0.02784555,0.01133025,0.002086915,0.05508995,0.04980833,0.02272135,0.004990837,0.09752905,0.0910908,0.09172069,0.03769984,0.08156097,0.03250197,0.03969629,0.03153969,0.04108873,0.08512265,0.1033581,0.09365865,0.07832883,0.06527327,0.03208375,0.03622206,0.01827267,0.05182169,0.09744094,0.09081174,0.08245811,0.08589809,0.0712679,0.07263169,0.05352284,0.06575727,0.04057289,0.02516364,0.09097499,0.09357467,0.09625708,0.07957045,0.06602491,0.02976355,0.01341582,0.009136691,0.07399509,0.09537434,0.1010801,0.05749706,0.05925987,0.04396857,0.05207812,
6742.836,0.06856814,0.05273028,0.02790416,0.01123145,0.001977058,0.05441554,0.0496751,0.02272773,0.005138637,0.09747478,0.09115795,0.09276289,0.03807745,0.08138265,0.03214349,0.03943777,0.03148073,0.04119981,0.08388031,0.1039991,0.092331,0.0777536,0.06639312,0.03430346,0.03527501,0.01847641,0.05110935,0.09763508,0.09075366,0.08327934,0.08519597,0.07125264,0.07236777,0.05361519,0.06660561,0.04048605,0.02494291,0.09188369,0.09217594,0.0953801,0.07915405,0.06639028,0.02969407,0.01295297,0.009494793,0.07341905,0.0957663,0.1022108,0.05778835,0.05852917,0.04411688,0.05124676,
6738.979,0.06507131,0.05023414,0.0279959,0.01112618,0.001876714,0.05408848,0.04938943,0.02273188,0.005202117,0.09757606,0.0912974,0.09368168,0.03884662,0.08101074,0.03181347,0.03923791,0.03132114,0.04136514,0.08295728,0.104263,0.09098901,0.07740931,0.06735245,0.03647,0.03431707,0.01846252,0.05033976,0.09794968,0.09081462,0.08418792,0.08457378,0.07125796,0.0718747,0.053791,0.06738586,0.04047988,0.02470496,0.09304769,0.09069964,0.09441222,0.07921285,0.06668062,0.02973932,0.01242468,0.009735493,0.07273734,0.09633687,0.1031141,0.05796458,0.05799347,0.04418809,0.05050218,
6735.121,0.06210736,0.04830652,0.02801935,0.01107211,0.001910326,0.05397574,0.04899749,0.0226563,0.005116194,0.09783547,0.0914855,0.09453128,0.04009958,0.08058386,0.03164065,0.03908889,0.03117634,0.04141412,0.08240137,0.1042597,0.08979815,0.07731925,0.06826434,0.03842483,0.0335033,0.01842498,0.04961265,0.09834991,0.09125755,0.08504754,0.08390142,0.07135519,0.0712394,0.05402429,0.06810547,0.04048391,0.02457548,0.09426652,0.08912846,0.09331153,0.07963599,0.06682169,0.03003447,0.01191676,0.009911636,0.07200717,0.09712807,0.1037214,0.05809787,0.05750523,0.04415607,0.0496743,
6731.264,0.05967129,0.04711982,0.02808815,0.01106887,0.002025735,0.05400663,0.04859953,0.02254512,0.005088291,0.09818116,0.09173635,0.09538236,0.04193537,0.0801935,0.03159384,0.03892319,0.03110757,0.04142359,0.08246438,0.1041473,0.08870914,0.07738064,0.06915703,0.0402113,0.03299399,0.01845609,0.04883202,0.09881413,0.09194139,0.08580912,0.08313286,0.07160803,0.07078394,0.05421034,0.06870665,0.04044154,0.02458532,0.09559068,0.08741069,0.09210489,0.08020867,0.06665897,0.03054811,0.01140908,0.01011158,0.07130046,0.09811017,0.1043189,0.05840622,0.05702946,0.04407511,0.04878705,
6727.406,0.05770535,0.04667938,0.02820849,0.01111489,0.002005512,0.05421668,0.04816126,0.02241097,0.005127509,0.09855936,0.09197842,0.096209,0.04440759,0.07972353,0.03159208,0.03886014,0.03099144,0.04156188,0.0831738,0.1039149,0.08748785,0.07746278,0.06992619,0.04197999,0.03274202,0.01850924,0.04791746,0.09935682,0.09249339,0.08662041,0.08241207,0.07198164,0.07053716,0.05435499,0.0692573,0.04046521,0.02469702,0.09709819,0.08563271,0.09095901,0.08093,0.06636804,0.0310823,0.0109578,0.01039713,0.07061577,0.09926321,0.1050278,0.05890337,0.0566903,0.04397839,0.04790935,
6723.549,0.05633425,0.04696824,0.02840238,0.0111169,0.001967855,0.05459864,0.04758668,0.02226255,0.005020233,0.09873775,0.0921457,0.09688225,0.04752328,0.07907454,0.03160676,0.03877351,0.03076447,0.0417713,0.08425598,0.1034668,0.08609351,0.07763437,0.070557,0.04376061,0.03254351,0.0185269,0.04706254,0.09996552,0.09287262,0.08750806,0.08167528,0.0724744,0.07025438,0.05446471,0.06977271,0.04058019,0.02479738,0.09869128,0.08400001,0.09003665,0.081711,0.0661054,0.03158105,0.01071473,0.01070174,0.0699048,0.1006172,0.1054924,0.05947536,0.05636999,0.04376731,0.04716478,
6719.691,0.05573202,0.04796708,0.02875794,0.01097894,0.002127869,0.05508789,0.04698018,0.02220255,0.004872108,0.09877959,0.09233476,0.09728219,0.05108284,0.07831153,0.03169639,0.03851348,0.03059906,0.04194951,0.08559995,0.1027933,0.08475637,0.07810714,0.07102558,0.0454063,0.03234841,0.01832004,0.04652482,0.1005486,0.09332886,0.08840892,0.08078063,0.07304038,0.0698955,0.05443504,0.07010136,0.04068782,0.02474279,0.1002229,0.0825385,0.08932527,0.08255917,0.06567687,0.03212932,0.0105249,0.01093652,0.06932428,0.1019075,0.1054627,0.05999029,0.05590933,0.04348655,0.04665751,
6715.834,0.05586897,0.04962132,0.02914485,0.0106768,0.002274165,0.05560955,0.04656545,0.02218831,0.004917696,0.0990314,0.09267112,0.09746221,0.05479825,0.07755151,0.03192402,0.03828449,0.03053681,0.04221945,0.08731411,0.1019415,0.08371623,0.07902931,0.0713192,0.04680429,0.03238726,0.0179236,0.04629057,0.1010339,0.09402481,0.08929167,0.07986429,0.07361107,0.06960452,0.05439347,0.07014616,0.04082462,0.02462168,0.101668,0.08118656,0.08860731,0.08366536,0.06503644,0.03279968,0.01017656,0.01111591,0.06904775,0.1029746,0.1050189,0.06041444,0.05543262,0.04323398,0.0462319,
6711.977,0.05665376,0.05196857,0.02950946,0.01038333,0.002326662,0.05617845,0.04631896,0.02206559,0.005053297,0.09941974,0.09316664,0.09758066,0.05863557,0.07688956,0.03222093,0.03820137,0.03045704,0.0426187,0.08938432,0.1008585,0.08303138,0.08028617,0.07141456,0.0478008,0.03280751,0.01755331,0.04616831,0.1015291,0.09479919,0.09000751,0.07917408,0.07420243,0.06940929,0.05458111,0.06997451,0.04100035,0.0245992,0.1029579,0.08003815,0.08788953,0.08496837,0.0643139,0.03352289,0.00979793,0.01137831,0.06894825,0.1039722,0.1042477,0.06080481,0.05520356,0.04290843,0.04582694,
6708.119,0.05822409,0.05512951,0.02986156,0.01024121,0.002351596,0.05691142,0.04606095,0.02183366,0.00506966,0.09969672,0.09376361,0.09764474,0.06265064,0.07636824,0.03251722,0.03809591,0.03034226,0.04290865,0.09161399,0.09953012,0.0826387,0.08160072,0.07132594,0.04816436,0.03341275,0.01707478,0.04608785,0.1021368,0.09544735,0.09043787,0.07879639,0.07482725,0.06919939,0.05487701,0.06970911,0.04116703,0.02462314,0.1039703,0.0792048,0.08753302,0.08621275,0.06342582,0.03421707,0.009646329,0.01172029,0.06888375,0.1048274,0.103315,0.06113894,0.05532632,0.04244291,0.04566573,
