;cavity_after;
Wavenumbers [1/cm];Transmittance;
829,353;0,000133715;
827,425;0,0001507239;
825,496;0,0001433373;
823,567;0,0001668597;
821,639;0,0001870422;
819,710;0,0001338877;
817,781;8,909809E-5;
815,852;7,938346E-5;
813,924;4,024822E-5;
811,995;6,953409E-5;
810,066;0,0001496553;
808,137;0,0002072905;
806,209;0,0001769884;
804,280;0,0001623941;
802,351;0,0001648371;
800,422;0,0001365398;
798,494;7,181356E-5;
796,565;5,068647E-5;
794,636;0,0001030009;
792,708;9,610167E-5;
790,779;5,59133E-5;
788,850;4,491214E-5;
786,921;0,0001170877;
784,993;0,0001394407;
783,064;0,0001028792;
781,135;0,0001378291;
779,206;0,0001313158;
777,278;0,0001088146;
775,349;8,091994E-5;
773,420;8,415467E-5;
771,492;8,814865E-5;
769,563;8,700862E-5;
767,634;5,86598E-5;
765,705;3,997995E-5;
763,777;8,004517E-5;
761,848;7,367109E-5;
759,919;6,641316E-5;
757,990;9,620652E-5;
756,062;9,306075E-5;
754,133;9,467571E-5;
752,204;9,311144E-5;
750,276;0,0001417609;
748,347;0,0001388047;
746,418;0,000182476;
744,489;0,0001947931;
742,561;0,0001941454;
740,632;0,0001420272;
738,703;7,563885E-5;
736,774;0,0001056876;
734,846;0,0001361016;
732,917;9,332463E-5;
730,988;0,0001071973;
729,060;0,0001477325;
727,131;0,0001436553;
725,202;0,0001333003;
723,273;0,0001206613;
721,345;0,0001187651;
719,416;0,000108713;
717,487;0,0001030686;
715,558;0,0001473727;
713,630;0,000218142;
711,701;0,0002023088;
709,772;0,0001635797;
707,843;0,0002390742;
705,915;0,0002626336;
703,986;0,0002210313;
702,057;0,000150029;
700,129;0,0001283784;
698,200;0,0001132643;
696,271;0,0001231561;
694,342;0,0001134115;
692,414;0,0001311484;
690,485;0,00012;
688,556;0,0001210543;
686,627;0,0002081677;
684,699;0,0002578955;
682,770;0,0002175576;
680,841;0,0001154139;
678,913;4,262459E-5;
676,984;5,754444E-5;
675,055;0,0001336723;
673,126;0,0001627784;
671,198;7,6573E-5;
669,269;3,892359E-5;
667,340;9,153214E-5;
665,411;0,0001732519;
663,483;0,0001982575;
661,554;0,0001678327;
659,625;0,000167877;
657,697;0,0001556169;
655,768;0,0001322363;
653,839;0,0002026411;
651,910;0,0002119483;
649,982;0,0002858127;
648,053;0,000270954;
646,124;0,0001876733;
644,195;0,0001335389;
642,267;0,0001251301;
640,338;0,0001833846;
638,409;0,0001434634;
636,481;8,182097E-5;
634,552;7,971602E-5;
632,623;9,857375E-5;
630,694;0,0001633604;
628,766;0,000184477;
626,837;0,0002349487;
624,908;0,0002478277;
622,979;0,0001684186;
621,051;0,0001383063;
619,122;0,0002180113;
617,193;0,0002931824;
615,265;0,0002372115;
613,336;0,0001095427;
611,407;0,0001428752;
609,478;0,0001382259;
607,550;0,0001268549;
605,621;0,0001334937;
603,692;0,0001740941;
601,763;0,0003400699;
599,835;0,00031639;
597,906;0,0002548122;
595,977;0,0002535994;
594,048;0,0002034776;
592,120;0,0001747375;
590,191;0,0001588634;
588,262;0,0002332693;
586,334;0,0002851343;
584,405;0,0004497134;
582,476;0,0005282123;
580,547;0,0004054148;
578,619;0,0003456438;
576,690;0,0003925828;
574,761;0,000266715;
572,832;0,0001392794;
570,904;0,0001984752;
568,975;0,0002882289;
567,046;0,0002484147;
565,118;0,0002806482;
563,189;0,000271779;
561,260;0,0003671489;
559,331;0,0003918758;
557,403;0,0004511456;
555,474;0,000396177;
553,545;0,0002961566;
551,616;0,0004783864;
549,688;0,0005938243;
547,759;0,0004158826;
545,830;0,0001814063;
543,902;0,0003720536;
541,973;0,0005284647;
540,044;0,0006460143;
538,115;0,0006205048;
536,187;0,0004571826;
534,258;0,0002974182;
532,329;0,0003256883;
530,400;0,0004192035;
528,472;0,0004268368;
526,543;0,0002716933;
524,614;0,0002500385;
522,686;0,0004106005;
520,757;0,0003883647;
518,828;0,0003620942;
516,899;0,0004149127;
514,971;0,0003485651;
513,042;0,0002707155;
511,113;0,0004262108;
509,184;0,0005464026;
507,256;0,0004884484;
505,327;0,0003994534;
503,398;0,0005200496;
501,470;0,0006040977;
499,541;0,0005622875;
497,612;0,0005261155;
495,683;0,0005077238;
493,755;0,0005535426;
491,826;0,0005262568;
489,897;0,0005072953;
487,968;0,0005917039;
486,040;0,000533832;
484,111;0,000400722;
482,182;0,0002911934;
480,253;0,000407915;
478,325;0,000594425;
476,396;0,0005793708;
474,467;0,0006727033;
472,539;0,000873285;
470,610;0,0008224179;
468,681;0,0007440603;
466,752;0,000655191;
464,824;0,0004259676;
462,895;0,0002982877;
460,966;0,0005409069;
459,037;0,0008094353;
457,109;0,0006597012;
455,180;0,0009947069;
453,251;0,001068331;
451,323;0,000716541;
449,394;0,0007080755;
447,465;0,001016582;
445,536;0,0009801815;
443,608;0,0008061111;
441,679;0,0006292674;
439,750;0,0007209785;
437,821;0,001199168;
435,893;0,001324555;
433,964;0,0006850493;
432,035;0,000615069;
430,107;0,001067839;
428,178;0,00154404;
426,249;0,001947241;
424,320;0,001328656;
422,392;0,0005043448;
420,463;0,001186073;
418,534;0,001209239;
416,605;0,001167821;
414,677;0,001908265;
412,748;0,00228821;
410,819;0,003234007;
408,891;0,002821108;
406,962;0,001781315;
405,033;0,001820965;
403,104;0,00260101;
401,176;0,002454279;
399,247;0,002648417;
397,318;0,003111395;
395,389;0,003669716;
393,461;0,003955083;
391,532;0,003151627;
389,603;0,00364995;
387,675;0,003854279;
385,746;0,003980994;
383,817;0,00427011;
381,888;0,005222698;
379,960;0,00592054;
378,031;0,005327999;
376,102;0,00462199;
374,173;0,00445016;
