,Part of: cyclohexanone with sp no au,Part of: Part of: cyclohexanone no au,
Wavelength [nm],Transmittance %,Transmittance %,
5667.764,83.1432,84.5715,
5669.693,83.2752,84.5794,
5671.621,83.4002,84.5717,
5673.550,83.5157,84.5467,
5675.478,83.6205,84.5037,
5677.407,83.7137,84.4424,
5679.335,83.7946,84.3644,
5681.264,83.8624,84.2722,
5683.192,83.9159,84.1697,
5685.121,83.9548,84.0607,
5687.049,83.9789,83.9485,
5688.977,83.9881,83.835,
5690.906,83.9821,83.7216,
5692.834,83.9601,83.6091,
5694.763,83.9206,83.4991,
5696.691,83.8625,83.3938,
5698.620,83.7864,83.2957,
5700.548,83.6943,83.2068,
5702.477,83.5901,83.1273,
5704.405,83.4779,83.056,
5706.334,83.3616,82.9912,
5708.262,83.2443,82.932,
5710.191,83.128,82.8791,
5712.119,83.0145,82.8343,
5714.048,82.9055,82.7999,
5715.976,82.8028,82.7773,
5717.904,82.7078,82.7663,
5719.833,82.6211,82.7657,
5721.761,82.5427,82.7735,
5723.690,82.4721,82.7881,
5725.618,82.4089,82.8086,
5727.547,82.353,82.8339,
5729.475,82.3049,82.8627,
5731.404,82.2654,82.8923,
5733.332,82.2348,82.9198,
5735.261,82.2133,82.9422,
5737.189,82.2003,82.9578,
5739.118,82.1952,82.9672,
5741.046,82.1975,82.9724,
5742.975,82.2069,82.9765,
5744.903,82.2232,82.9825,
5746.831,82.246,82.9923,
5748.760,82.2737,83.007,
5750.688,82.304,83.0274,
5752.617,82.3336,83.055,
5754.545,82.3595,83.0919,
5756.474,82.3794,83.1408,
5758.402,82.3928,83.2038,
5760.331,82.4008,83.2818,
5762.259,82.4059,83.3738,
5764.188,82.411,83.4777,
5766.116,82.4188,83.5903,
5768.045,82.4315,83.7091,
5769.973,82.4506,83.8321,
5771.902,82.4778,83.958,
5773.830,82.5146,84.0858,
5775.758,82.5626,84.2145,
5777.687,82.6232,84.3425,
5779.615,82.6973,84.4678,
5781.544,82.7848,84.5889,
5783.472,82.8847,84.7049,
5785.401,82.9948,84.8164,
5787.329,83.1124,84.9246,
5789.258,83.2345,85.0308,
5791.186,83.3588,85.1355,
5793.115,83.4835,85.2384,
5795.043,83.6079,85.3384,
5796.972,83.7316,85.4347,
5798.900,83.854,85.5269,
5800.829,83.9742,85.6158,
5802.757,84.0908,85.702,
5804.685,84.203,85.7862,
5806.614,84.3109,85.8674,
5808.542,84.4151,85.9441,
5810.471,84.5165,86.0145,
5812.399,84.6153,86.0777,
5814.328,84.7114,86.1344,
5816.256,84.8043,86.1864,
5818.185,84.8944,86.2359,
5820.113,84.9823,86.2839,
5822.042,85.069,86.3301,
5823.970,85.1543,86.3733,
5825.899,85.2367,86.4121,
5827.827,85.314,86.4465,
5829.756,85.3844,86.4776,
5831.684,85.4476,86.5075,
5833.613,85.5048,86.5377,
5835.541,85.5578,86.5686,
5837.469,85.6075,86.5996,
5839.398,85.654,86.6297,
5841.326,85.6964,86.6587,
5843.255,85.7344,86.6872,
5845.183,85.7688,86.7163,
5847.112,85.8012,86.747,
5849.040,85.8332,86.7793,
5850.969,85.8656,86.8127,
5852.897,85.8977,86.846,
5854.826,85.9284,86.8786,
5856.754,85.9567,86.9104,
5858.683,85.9826,86.9415,
5860.611,86.0069,86.9723,
5862.540,86.0311,87.0029,
5864.468,86.0565,87.0332,
5866.396,86.0837,87.0632,
5868.325,86.1131,87.0929,
5870.253,86.1443,87.1225,
5872.182,86.1771,87.1514,
5874.110,86.2111,87.1792,
5876.039,86.2459,87.205,
5877.967,86.2811,87.2283,
5879.896,86.3162,87.249,
5881.824,86.3505,87.2677,
5883.753,86.3835,87.2852,
5885.681,86.4151,87.302,
5887.610,86.4452,87.3182,
5889.538,86.4741,87.3335,
5891.467,86.5015,87.3472,
5893.395,86.5267,87.3586,
5895.323,86.549,87.3677,
5897.252,86.5678,87.3752,
5899.180,86.5835,87.3823,
5901.109,86.5975,87.3901,
5903.037,86.6118,87.3993,
5904.966,86.6277,87.4095,
5906.894,86.645,87.4193,
5908.823,86.6622,87.4273,
5910.751,86.6771,87.433,
5912.680,86.688,87.4368,
5914.608,86.6945,87.4402,
5916.537,86.6979,87.445,
5918.465,86.7006,87.4525,
5920.394,86.7048,87.463,
5922.322,86.7121,87.4762,
5924.250,86.7224,87.491,
5926.179,86.7343,87.5065,
5928.107,86.7457,87.5215,
5930.036,86.755,87.5351,
5931.964,86.7618,87.5471,
5933.893,86.767,87.5577,
5935.821,86.7723,87.5676,
5937.750,86.7791,87.5782,
5939.678,86.7881,87.5904,
5941.607,86.7989,87.6042,
5943.535,86.8108,87.6187,
5945.464,86.8229,87.6323,
5947.392,86.8346,87.6437,
5949.321,86.8458,87.652,
5951.249,86.8565,87.6572,
5953.177,86.8669,87.66,
5955.106,86.877,87.6614,
5957.034,86.8875,87.6625,
5958.963,86.8986,87.6646,
5960.891,86.9107,87.6685,
5962.820,86.9237,87.6743,
5964.748,86.9372,87.6813,
5966.677,86.9506,87.6874,
5968.605,86.9634,87.6902,
5970.534,86.9753,87.6882,
5972.462,86.9858,87.6818,
5974.391,86.9944,87.6735,
5976.319,87.001,87.6669,
5978.248,87.0059,87.665,
5980.176,87.0098,87.6684,
5982.104,87.0134,87.6751,
5984.033,87.0163,87.6819,
5985.961,87.0173,87.6866,
5987.890,87.015,87.689,
5989.818,87.0085,87.691,
5991.747,86.9989,87.6952,
5993.675,86.9892,87.7026,
5995.604,86.9826,87.7124,
5997.532,86.9813,87.7223,
5999.461,86.9851,87.7305,
6001.389,86.9917,87.7365,
6003.318,86.9979,87.7416,
6005.246,87.0021,87.7477,
6007.175,87.0039,87.7557,
6009.103,87.0048,87.7655,
6011.031,87.0061,87.776,
6012.960,87.0087,87.7858,
6014.888,87.0123,87.7945,
6016.817,87.0167,87.8023,
6018.745,87.022,87.8097,
6020.674,87.0291,87.8165,
6022.602,87.0384,87.822,
6024.531,87.0493,87.8251,
6026.459,87.0604,87.8252,
6028.388,87.0697,87.8222,
6030.316,87.0768,87.8172,
6032.245,87.0824,87.8116,
6034.173,87.0889,87.8066,
6036.102,87.0979,87.8031,
6038.030,87.1094,87.8008,
6039.958,87.1211,87.7989,
6041.887,87.1299,87.7967,
6043.815,87.1336,87.7938,
6045.744,87.1322,87.7908,
6047.672,87.1277,87.7887,
6049.601,87.123,87.789,
6051.529,87.1203,87.7922,
6053.458,87.1197,87.7978,
6055.386,87.12,87.8047,
6057.315,87.1193,87.8113,
6059.243,87.1164,87.8171,
6061.172,87.1114,87.8223,
6063.100,87.1052,87.8281,
6065.029,87.0995,87.8358,
6066.957,87.0953,87.8455,
6068.885,87.0935,87.8567,
6070.814,87.0942,87.868,
6072.742,87.0971,87.878,
6074.671,87.1017,87.8863,
6076.599,87.1073,87.8932,
6078.528,87.1132,87.8993,
6080.456,87.1193,87.9053,
6082.385,87.1259,87.9109,
6084.313,87.1339,87.9156,
6086.242,87.1437,87.919,
6088.170,87.1553,87.9211,
6090.099,87.1672,87.9225,
6092.027,87.1776,87.9235,
6093.956,87.1848,87.9241,
6095.884,87.1887,87.9235,
6097.812,87.1906,87.921,
6099.741,87.1928,87.9159,
6101.669,87.1973,87.909,
6103.598,87.2046,87.9014,
6105.526,87.2133,87.894,
6107.455,87.2214,87.8869,
6109.383,87.2269,87.8792,
6111.312,87.229,87.8703,
6113.240,87.2282,87.8599,
6115.169,87.2254,87.8492,
6117.097,87.2214,87.84,
6119.026,87.2163,87.8336,
6120.954,87.2103,87.8305,
6122.883,87.2034,87.8299,
6124.811,87.1958,87.8306,
6126.739,87.1878,87.8317,
6128.668,87.179,87.8333,
6130.596,87.1692,87.8362,
6132.525,87.1585,87.8408,
6134.453,87.1475,87.8475,
6136.382,87.1376,87.8557,
6138.310,87.13,87.8644,
6140.239,87.1253,87.8726,
6142.167,87.1233,87.8796,
6144.096,87.123,87.8852,
6146.024,87.1236,87.89,
6147.953,87.1247,87.8946,
6149.881,87.1263,87.8999,
6151.810,87.1285,87.9058,
6153.738,87.1315,87.9118,
6155.666,87.1355,87.9167,
6157.595,87.1405,87.9189,
6159.523,87.1466,87.9178,
6161.452,87.1534,87.9136,
6163.380,87.1603,87.9077,
6165.309,87.1661,87.9021,
6167.237,87.1704,87.8983,
6169.166,87.1737,87.8972,
6171.094,87.1773,87.8983,
6173.023,87.1824,87.9,
6174.951,87.1892,87.9006,
6176.880,87.1962,87.8987,
6178.808,87.201,87.8938,
6180.737,87.2016,87.8863,
6182.665,87.1978,87.8773,
6184.593,87.1913,87.8682,
6186.522,87.1846,87.8603,
6188.450,87.1796,87.8548,
6190.379,87.1767,87.8523,
6192.307,87.1748,87.8529,
6194.236,87.172,87.8556,
6196.164,87.1674,87.8589,
6198.093,87.161,87.8615,
6200.021,87.1537,87.8629,
6201.950,87.1466,87.8634,
6203.878,87.1399,87.8641,
6205.807,87.1337,87.8658,
6207.735,87.128,87.8687,
6209.664,87.1228,87.8727,
6211.592,87.1187,87.8774,
6213.520,87.1159,87.8831,
6215.449,87.1142,87.8901,
6217.377,87.1133,87.8982,
6219.306,87.1129,87.9065,
6221.234,87.113,87.9134,
6223.163,87.1144,87.9179,
6225.091,87.1174,87.9199,
6227.020,87.1215,87.9203,
6228.948,87.1259,87.9205,
6230.877,87.1295,87.921,
6232.805,87.1323,87.9214,
6234.734,87.1351,87.9202,
6236.662,87.1392,87.9166,
6238.591,87.1455,87.9108,
6240.519,87.1541,87.9043,
6242.447,87.1637,87.8988,
6244.376,87.1729,87.8954,
6246.304,87.18,87.8939,
6248.233,87.1844,87.893,
6250.161,87.1856,87.8912,
6252.090,87.1841,87.888,
6254.018,87.1804,87.8836,
6255.947,87.1748,87.8793,
6257.875,87.1679,87.8766,
6259.804,87.1599,87.8758,
6261.732,87.1515,87.8766,
6263.661,87.1436,87.8773,
6265.589,87.1372,87.8764,
6267.518,87.1331,87.8734,
6269.446,87.1309,87.8694,
6271.374,87.1293,87.8665,
6273.303,87.1264,87.8669,
6275.231,87.121,87.8712,
6277.160,87.1135,87.8784,
6279.088,87.1056,87.8864,
6281.017,87.0991,87.8937,
6282.945,87.0952,87.9003,
6284.874,87.0929,87.9078,
6286.802,87.0906,87.9174,
6288.731,87.0872,87.9286,
6290.659,87.0834,87.9391,
6292.588,87.0816,87.946,
6294.516,87.0845,87.9479,
6296.445,87.0934,87.9457,
6298.373,87.1072,87.9424,
6300.302,87.1225,87.9406,
6302.230,87.1361,87.9411,
6304.158,87.1457,87.9425,
6306.087,87.1515,87.9424,
6308.015,87.1552,87.9395,
6309.944,87.1592,87.9344,
6311.872,87.1646,87.9291,
6313.801,87.1713,87.9251,
6315.729,87.1776,87.9222,
6317.658,87.1816,87.9179,
6319.586,87.1819,87.9095,
6321.515,87.1784,87.8953,
6323.443,87.1721,87.8767,
6325.372,87.1649,87.8569,
6327.300,87.1586,87.8402,
6329.229,87.1539,87.829,
6331.157,87.1498,87.8236,
6333.085,87.1445,87.8217,
6335.014,87.1358,87.8202,
6336.942,87.1227,87.8175,
6338.871,87.1063,87.8135,
6340.799,87.0896,87.8105,
6342.728,87.0759,87.8107,
6344.656,87.0671,87.8153,
6346.585,87.0631,87.8236,
6348.513,87.0615,87.833,
6350.442,87.0596,87.8415,
6352.370,87.0552,87.848,
6354.299,87.0484,87.8535,
6356.227,87.0408,87.8593,
6358.156,87.0345,87.8662,
6360.084,87.0312,87.873,
6362.012,87.0312,87.878,
6363.941,87.0336,87.8795,
6365.869,87.0365,87.8775,
6367.798,87.0384,87.8737,
6369.726,87.0389,87.8707,
6371.655,87.0386,87.8698,
6373.583,87.0394,87.8711,
6375.512,87.0432,87.8736,
6377.440,87.0508,87.8757,
6379.369,87.0614,87.8769,
6381.297,87.0724,87.8769,
6383.226,87.0809,87.8756,
6385.154,87.0852,87.8728,
6387.083,87.0855,87.8687,
6389.011,87.0837,87.8638,
6390.939,87.0816,87.8593,
6392.868,87.0804,87.856,
6394.796,87.0797,87.8536,
6396.725,87.0786,87.8504,
6398.653,87.0761,87.8443,
6400.582,87.0722,87.8343,
6402.510,87.0674,87.8216,
6404.439,87.0617,87.809,
6406.367,87.0549,87.7995,
6408.296,87.0468,87.7944,
6410.224,87.0379,87.7928,
6412.153,87.0296,87.7925,
6414.081,87.0234,87.7914,
6416.010,87.0197,87.789,
6417.938,87.0176,87.7864,
6419.866,87.015,87.7854,
6421.795,87.01,87.7874,
6423.723,87.0026,87.7931,
6425.652,86.9944,87.8016,
6427.580,86.9877,87.8116,
6429.509,86.9845,87.8221,
6431.437,86.9854,87.8321,
6433.366,86.9892,87.8413,
6435.294,86.9939,87.8497,
6437.223,86.9978,87.8574,
6439.151,86.9997,87.8642,
6441.080,87.0001,87.8697,
6443.008,87.0005,87.8741,
6444.937,87.0029,87.8772,
6446.865,87.0089,87.8793,
6448.793,87.0182,87.8803,
6450.722,87.0291,87.8798,
6452.650,87.0387,87.8773,
6454.579,87.0449,87.8724,
6456.507,87.0474,87.8652,
6458.436,87.048,87.8558,
6460.364,87.0494,87.8447,
6462.293,87.0531,87.8325,
6464.221,87.0589,87.8198,
6466.150,87.0644,87.8078,
6468.078,87.0671,87.7976,
6470.007,87.0657,87.7896,
6471.935,87.0606,87.7838,
6473.864,87.0533,87.7791,
6475.792,87.0456,87.7745,
6477.720,87.0381,87.7694,
6479.649,87.031,87.7645,
6481.577,87.0241,87.7605,
6483.506,87.0171,87.7579,
6485.434,87.0103,87.7566,
6487.363,87.0035,87.7559,
6489.291,86.9959,87.7556,
6491.220,86.9869,87.7567,
6493.148,86.9762,87.7605,
6495.077,86.9648,87.7681,
6497.005,86.9545,87.7786,
6498.934,86.9472,87.7897,
6500.862,86.9432,87.7982,
6502.791,86.9413,87.8018,
6504.719,86.9393,87.8001,
6506.647,86.9358,87.7951,
6508.576,86.9312,87.7902,
6510.504,86.9282,87.7881,
6512.433,86.9296,87.7902,
6514.361,86.9373,87.7958,
6516.290,86.9502,87.8026,
6518.218,86.9653,87.8084,
6520.147,86.9786,87.8116,
6522.075,86.9871,87.8114,
6524.004,86.9898,87.808,
6525.932,86.9877,87.8019,
6527.861,86.9826,87.7936,
6529.789,86.9765,87.7836,
6531.718,86.971,87.7729,
6533.646,86.9665,87.7623,
6535.574,86.9625,87.7527,
6537.503,86.9586,87.744,
6539.431,86.9544,87.7359,
6541.360,86.9502,87.7272,
6543.288,86.9466,87.7175,
6545.217,86.944,87.7073,
6547.145,86.9419,87.6977,
6549.074,86.9392,87.6904,
6551.002,86.9348,87.6864,
6552.931,86.9291,87.6853,
6554.859,86.9233,87.6856,
6556.788,86.9185,87.6857,
6558.716,86.9149,87.6845,
6560.645,86.9102,87.6823,
6562.573,86.9018,87.6804,
6564.501,86.8885,87.6801,
6566.430,86.8722,87.6821,
6568.358,86.8574,87.686,
6570.287,86.8486,87.6907,
6572.215,86.8473,87.6956,
6574.144,86.8514,87.7006,
6576.072,86.856,87.7059,
6578.001,86.8571,87.7112,
6579.929,86.8534,87.7156,
6581.858,86.8472,87.7174,
6583.786,86.8421,87.7155,
6585.715,86.8407,87.7098,
6587.643,86.8427,87.7014,
6589.572,86.8463,87.6925,
6591.500,86.8493,87.6847,
6593.428,86.8509,87.6787,
6595.357,86.8521,87.6743,
6597.285,86.8538,87.6699,
6599.214,86.8559,87.6638,
6601.142,86.8569,87.6543,
6603.071,86.8551,87.6408,
6604.999,86.8498,87.6244,
6606.928,86.8423,87.6082,
6608.856,86.8348,87.5955,
6610.785,86.8288,87.5881,
6612.713,86.8237,87.585,
6614.642,86.818,87.5825,
6616.570,86.81,87.5764,
6618.499,86.7998,87.5643,
6620.427,86.7889,87.5474,
6622.355,86.779,87.5295,
6624.284,86.7707,87.5149,
6626.212,86.7627,87.5062,
6628.141,86.753,87.5033,
6630.069,86.7402,87.5045,
6631.998,86.7243,87.5076,
6633.926,86.7068,87.5108,
6635.855,86.6895,87.513,
6637.783,86.6739,87.5133,
6639.712,86.6614,87.5113,
6641.640,86.6531,87.5073,
6643.569,86.6498,87.5028,
6645.497,86.6513,87.4994,
6647.426,86.6563,87.4981,
6649.354,86.6618,87.4981,
6651.282,86.6648,87.4972,
6653.211,86.6629,87.4932,
6655.139,86.6556,87.485,
6657.068,86.6438,87.4734,
6658.996,86.6295,87.4598,
6660.925,86.615,87.4443,
6662.853,86.6027,87.4251,
6664.782,86.5949,87.3993,
6666.710,86.5927,87.3656,
6668.639,86.5958,87.3254,
6670.567,86.6018,87.2834,
6672.496,86.6068,87.2449,
6674.424,86.607,87.2128,
6676.353,86.6001,87.1862,
6678.281,86.5859,87.1609,
6680.209,86.5653,87.1315,
6682.138,86.5398,87.0946,
6684.066,86.5102,87.0504,
6685.995,86.4773,87.0021,
6687.923,86.4423,86.9538,
6689.852,86.4074,86.9087,
6691.780,86.3752,86.8682,
6693.709,86.3469,86.8321,
6695.637,86.3221,86.8003,
6697.566,86.2981,86.7738,
6699.494,86.2715,86.7541,
6701.423,86.2396,86.7426,
6703.351,86.2015,86.7397,
6705.280,86.158,86.7445,
6707.208,86.1111,86.7551,
6709.136,86.0638,86.7699,
6711.065,86.0189,86.7878,
6712.993,85.9791,86.8086,
6714.922,85.9467,86.8323,
6716.850,85.9228,86.8584,
6718.779,85.9076,86.886,
6720.707,85.9003,86.9133,
6722.636,85.9003,86.9392,
6724.564,85.9067,86.9633,
6726.493,85.9186,86.9861,
6728.421,85.934,87.0087,
6730.350,85.9505,87.0318,
6732.278,85.9654,87.055,
6734.207,85.978,87.0768,
6736.135,85.99,87.096,
6738.063,86.005,87.1125,
6739.992,86.0265,87.1278,
6741.920,86.0551,87.1446,
6743.849,86.0885,87.1644,
6745.777,86.1218,87.1873,
6747.706,86.1502,87.2111,
6749.634,86.1714,87.2333,
6751.563,86.1864,87.2526,
6753.491,86.1986,87.2691,
6755.420,86.2119,87.2839,
6757.348,86.2291,87.2977,
6759.277,86.2503,87.3098,
6761.205,86.2734,87.3193,
6763.134,86.2951,87.3254,
6765.062,86.3124,87.3295,
6766.991,86.3245,87.3338,
6768.919,86.3334,87.3407,
6770.847,86.343,87.351,
6772.776,86.357,87.3642,
6774.704,86.3766,87.3792,
6776.633,86.399,87.3951,
6778.561,86.4189,87.4115,
6780.490,86.4313,87.4278,
6782.418,86.4345,87.4431,
6784.347,86.4322,87.4562,
6786.275,86.4304,87.4663,
6788.204,86.4351,87.4744,
6790.132,86.448,87.4825,
6792.061,86.466,87.4923,
6793.989,86.4833,87.5042,
6795.918,86.4946,87.5165,
6797.846,86.498,87.5266,
6799.774,86.496,87.5323,
6801.703,86.4938,87.5338,
6803.631,86.4972,87.5331,
6805.560,86.5095,87.5329,
6807.488,86.5306,87.5352,
6809.417,86.5569,87.5398,
6811.345,86.5831,87.5452,
6813.274,86.6048,87.549,
6815.202,86.6199,87.5499,
6817.131,86.6292,87.5472,
6819.059,86.6352,87.5408,
6820.988,86.6401,87.5307,
6822.916,86.6441,87.5167,
6824.845,86.6459,87.4993,
6826.773,86.6437,87.4808,
6828.701,86.6372,87.4648,
6830.630,86.6281,87.4552,
6832.558,86.6196,87.4538,
6834.487,86.6136,87.4597,
6836.415,86.6098,87.4691,
6838.344,86.6056,87.4782,
6840.272,86.5978,87.4852,
6842.201,86.5853,87.4905,
6844.129,86.5695,87.4959,
6846.058,86.5541,87.5022,
6847.986,86.5431,87.5084,
6849.915,86.5385,87.513,
6851.843,86.5393,87.5158,
6853.772,86.5424,87.5186,
6855.700,86.5447,87.5247,
6857.628,86.5446,87.5357,
6859.557,86.5436,87.5495,
6861.485,86.5451,87.5611,
6863.414,86.552,87.5656,
6865.342,86.5649,87.562,
6867.271,86.581,87.5547,
6869.199,86.5954,87.5512,
6871.128,86.6039,87.5571,
6873.056,86.6056,87.5726,
6874.985,86.6027,87.5912,
6876.913,86.5993,87.6039,
6878.842,86.5978,87.6038,
6880.770,86.5975,87.59,
6882.699,86.5953,87.5676,
6884.627,86.5885,87.5444,
6886.555,86.5778,87.5266,
6888.484,86.5683,87.5161,
6890.412,86.5665,87.5106,
6892.341,86.5765,87.5057,
6894.269,86.5967,87.4981,
6896.198,86.6201,87.487,
6898.126,86.6377,87.4735,
6900.055,86.6431,87.46,
6901.983,86.6351,87.4483,
6903.912,86.6179,87.4394,
6905.840,86.5969,87.4334,
6907.769,86.5757,87.4299,
6909.697,86.5548,87.4281,
6911.626,86.5328,87.4269,
6913.554,86.5096,87.4257,
6915.482,86.4884,87.4249,
6917.411,86.4747,87.4263,
6919.339,86.4728,87.4324,
6921.268,86.4822,87.4447,
6923.196,86.4972,87.4621,
6925.125,86.5085,87.4807,
6927.053,86.5089,87.4959,
6928.982,86.4963,87.5055,
6930.910,86.4752,87.5109,
6932.839,86.454,87.5166,
6934.767,86.4408,87.5266,
6936.696,86.4397,87.5411,
6938.624,86.45,87.5555,
6940.553,86.4679,87.5633,
6942.481,86.4888,87.5604,
6944.409,86.5094,87.5481,
6946.338,86.5283,87.532,
6948.266,86.5451,87.5186,
6950.195,86.5595,87.5113,
6952.123,86.5711,87.5089,
6954.052,86.5789,87.5073,
6955.980,86.5819,87.5025,
6957.909,86.5793,87.4936,
6959.837,86.5715,87.4822,
6961.766,86.5599,87.4713,
6963.694,86.5471,87.4637,
6965.623,86.5357,87.4603,
6967.551,86.5266,87.4598,
6969.480,86.519,87.4597,
6971.408,86.5103,87.4565,
6973.336,86.4984,87.4478,
6975.265,86.4831,87.4334,
6977.193,86.467,87.4161,
6979.122,86.4546,87.4005,
6981.050,86.4494,87.3908,
6982.979,86.4523,87.3886,
6984.907,86.4607,87.3923,
6986.836,86.4691,87.3981,
6988.764,86.472,87.4027,
6990.693,86.4663,87.405,
6992.621,86.4522,87.406,
6994.550,86.4327,87.408,
6996.478,86.4115,87.4129,
6998.407,86.3913,87.4219,
7000.335,86.3731,87.4355,
